k,summ
381678,3832
381685,3744
381691,12336
381692,11232
381695,6136
381697,4235
381698,3708
381703,1518
381704,6684
381710,6150
381730,4340
381732,3801
381735,4417
381746,3500
381751,7932
381752,4433
381755,3420
381758,6479
381760,5397
381764,6756
381767,4560
381772,20937
381774,18800
381775,5180
381779,8520
381780,4880
381781,2765
381783,2532
381786,4984
381792,5352
381797,5964
381803,6039
381813,5110
381816,5973
381823,6015
381824,1566
381828,6848
381839,3915
381841,4910
381843,10080
381852,5800
381854,3724
381867,77
381869,4130
381870,4480
381873,3685
381875,3058
381876,4908
381879,4508
381880,2880
381886,7910
381894,5868
381915,4959
381918,3850
381923,2967
381926,1635
381933,2328
381935,2556
381936,5604
381940,7950
381945,2268
381946,25844
381954,4976
381957,2890
381958,2136
381963,4320
381964,6576
381967,5130
381977,28566
381981,29216
381983,1160
381984,12180
381985,2585
381986,3674
381989,4440
381990,3396
381996,2352
381998,3430
382005,5907
382012,10350
382024,11690
382030,8880
382032,2632
382041,13158
382043,6615
382049,63840
382054,19992
382055,3357
382056,3135
382066,7072
382072,26988
382075,2870
382076,3894
382079,3708
382080,6591
382083,3654
382089,6200
382091,20654
382093,1287
382095,5130
382098,5820
382104,5973
382110,1504
382112,4100
382124,2556
382129,4800
382131,3498
382152,8096
382160,5118
382162,7501
382166,1896
382173,7490
382178,8540
382181,27784
382182,3024
382186,11820
382194,4000
382203,7059
382208,2058
382209,4736
382210,6874
382232,7605
382236,2856
382237,5067
382244,7872
382254,6489
382255,24040
382256,5517
382257,5949
382264,2889
382275,9230
382280,3177
382291,4288
382304,5530
382306,16524
382312,7150
382313,1616
382317,2688
382320,2065
382321,8244
382324,5304
382325,2592
382326,2933
382335,2855
382338,32312
382339,11200
382340,4972
382341,6858
382342,6184
382345,16996
382353,3240
382367,4480
382372,2994
382376,9009
382381,4992
382382,3456
382392,2900
382395,10356
382401,4858
382402,4329
382403,3056
382408,2992
382412,1352
382413,5060
382415,11440
382421,3552
382431,4552
382436,4940
382451,3668
382453,3110
382457,5908
382463,4280
382472,7641
382477,3360
382480,5376
382490,2834
382496,17216
382502,6680
382512,1953
382515,4380
382520,5955
382527,8464
382529,5951
382531,3066
382533,6816
382539,3542
382544,9165
382551,9503
382554,5148
382562,5208
382564,2844
382575,6090
382579,5880
382580,5868
382605,6904
382607,4508
382611,8592
382619,5500
382623,4788
382624,5930
382626,4050
382628,7088
382633,5940
382638,1176
382644,4716
382646,5229
382648,3951
382650,17024
382651,5139
382652,3228
382657,25967
382661,30268
382662,2870
382663,1920
382665,4664
382668,4050
382683,2954
382695,4904
382698,3087
382702,4342
382706,5005
382708,4708
382709,2280
382711,4455
382714,4020
382715,4477
382720,4000
382722,4797
382729,8290
382732,10178
382733,9100
382736,4230
382747,8400
382757,8220
382772,9260
382780,4172
382786,1476
382804,7155
382805,21222
382813,8918
382818,3744
382823,8384
382824,7326
382827,2536
382830,1386
382833,4872
382837,6080
382838,6612
382848,3654
382852,754
382856,3912
382859,1615
382864,11388
382870,8160
382873,2020
382876,3815
382882,14224
382890,3703
382898,14670
382901,7095
382903,1463
382907,30316
382910,3186
382912,6006
382922,1644
382923,6246
382936,3870
382937,9758
382939,3795
382941,6790
382948,3768
382951,3738
382952,3110
382953,2646
382954,6204
382965,5184
382973,4730
382979,1995
382990,8037
382991,4088
383001,2877
383007,8976
383008,4263
383010,2667
383011,4401
383018,1944
383020,3825
383026,5560
383031,11076
383032,5270
383050,20050
383069,4550
383070,3160
383077,5030
383081,1190
383089,22281
383092,4310
383103,7650
383115,5060
383119,4026
383122,1788
383124,3206
383131,8232
383145,4785
383150,7635
383168,4190
383169,2580
383172,6444
383175,1408
383179,12144
383181,4740
383186,3069
383187,3330
383189,2544
383191,5040
383197,3991
383202,6760
383203,4368
383229,10272
383230,2340
383232,7390
383233,1458
383256,2935
383263,2340
383264,3440
383268,2502
383277,1563
383284,5968
383286,6219
383291,34829
383315,2360
383318,2336
383320,4869
383321,36504
383322,5328
383329,2808
383337,3430
383339,5016
383342,3372
383348,4434
383351,4236
383352,2968
383356,10846
383360,5856
383361,2100
383370,3794
383375,1490
383377,5650
383381,6504
383384,4170
383387,15555
383392,7280
383394,17689
383398,20496
383403,6948
383406,4230
383408,7776
383410,2275
383412,5152
383414,23997
383417,4961
383423,18720
383426,9548
383431,6592
383435,3184
383436,7462
383441,1692
383442,9856
383459,4584
383462,3640
383463,21560
383465,4596
383473,5138
383480,9856
383497,68593
383533,21689
383534,9744
383539,29312
383540,3591
383541,8000
383545,4680
383546,2584
383547,3505
383548,1416
383550,6650
383551,3245
383552,3740
383556,3804
383557,13379
383559,20235
383563,864
383566,2475
383569,1881
383572,5642
383579,5460
383582,21504
383585,2296
383590,27170
383600,3024
383602,4008
383612,8100
383619,2800
383625,5268
383627,5239
383629,1575
383644,3990
383650,5661
383656,2358
383657,5592
383660,4816
383663,5943
383667,5632
383669,21681
383671,11928
383674,4010
383679,2892
383683,4635
383685,25440
383688,12896
383694,25324
383695,6495
383707,6342
383712,5040
383730,4432
383735,4980
383738,5880
383739,3432
383743,3848
383745,3760
383760,6776
383761,3492
383762,26864
383763,5600
383766,3088
383772,5984
383778,3168
383791,19570
383800,4498
383806,3717
383807,1660
383808,1344
383812,3872
383813,3258
383814,2820
383817,5859
383831,3708
383833,4314
383834,4536
383838,4688
383852,6358
383864,5992
383868,6633
383877,74848
383879,2611
383884,2034
383889,2464
383896,12388
383901,22240
383902,12818
383909,2030
383914,5697
383916,5240
383923,5328
383928,11604
383929,9581
383930,5720
383934,1236
383935,4347
383938,7290
383943,5187
383947,3832
383952,4056
383970,8304
383977,14535
383985,5216
383987,6470
383992,7425
383993,2959
383999,8030
384003,5040
384006,5863
384010,3058
384014,10920
384018,5895
384022,3927
384023,5952
384028,6792
384031,6200
384032,5327
384049,3040
384067,4472
384078,2373
384084,7332
384098,3724
384100,4980
384106,3752
384108,11295
384109,3872
384118,2652
384120,5148
384121,3204
384125,2442
384128,5424
384136,7304
384140,6482
384142,4872
384144,4488
384148,9516
384149,1968
384153,8118
384157,5488
384165,10738
384176,8772
384180,8268
384187,2646
384190,6864
384191,1314
384193,2574
384195,2340
384208,13117
384211,4752
384212,4752
384218,6219
384223,3730
384226,1065
384228,2720
384231,5580
384232,4323
384237,1330
384238,4720
384239,7670
384242,6162
384244,24786
384250,4784
384265,8432
384269,12880
384272,1866
384273,2392
384274,4374
384277,3568
384289,1060
384298,6156
384302,3080
384306,3216
384309,7056
384319,21743
384321,3108
384322,10400
384329,7296
384332,4730
384333,19872
384336,7709
384337,5184
384339,5712
384342,25656
384343,8582
384352,4745
384358,2392
384362,5720
384366,3661
384369,3600
384377,2826
384392,4952
384402,3980
384413,7490
384418,9226
384424,3240
384427,8848
384435,3740
384436,7164
384437,7150
384469,6180
384471,41571
384474,2376
384476,3630
384478,13532
384483,2850
384493,4010
384514,4680
384519,2409
384524,2934
384534,7510
384539,6877
384542,7120
384545,7443
384551,4438
384553,3944
384557,4149
384573,4140
384579,6440
384580,1688
384581,3381
384583,3892
384584,2440
384593,10016
384594,5488
384598,10075
384605,1676
384621,6942
384644,1494
384652,3920
384653,2212
384662,7200
384668,2628
384689,6440
384698,2400
384702,8723
384709,3290
384711,2486
384716,2197
384720,6072
384721,4290
384728,5742
384733,2241
384744,6870
384765,10049
384772,4650
384774,3594
384776,11410
384778,1605
384782,19340
384784,5369
384797,7560
384798,5837
384817,4872
384818,3258
384827,2395
384828,3759
384831,1434
384832,4120
384860,10161
384861,1686
384880,1270
384887,18050
384888,1815
384921,4972
384936,7910
384941,5652
384942,7470
384949,28950
384953,5933
384954,4185
384959,6613
384961,3864
384963,5496
384983,11910
384991,1974
384994,3575
384995,17680
384996,6296
385003,4221
385007,2992
385008,3528
385011,4116
385026,1776
385029,8697
385033,5830
385035,24025
385038,3080
385041,8784
385042,17856
385043,3987
385057,13290
385066,3010
385067,33993
385068,3792
385087,3409
385092,4545
385112,5753
385116,3582
385117,4025
385119,3520
385121,1865
385122,8074
385131,3456
385132,7271
385135,15960
385137,5904
385141,16816
385147,2304
385171,9776
385173,5440
385179,7110
385183,2783
385186,34675
385198,3542
385200,11988
385201,13651
385202,27544
385220,3164
385223,19656
385229,3480
385240,3784
385243,1602
385248,3033
385249,6996
385254,7966
385255,7050
385258,8242
385270,9394
385272,4795
385273,3906
385275,2260
385276,5874
385288,2720
385290,24344
385294,559
385296,5810
385298,21460
385307,7645
385308,2118
385310,39204
385317,5135
385318,4688
385326,2214
385344,1980
385345,10134
385349,4905
385350,4167
385354,6201
385355,9584
385361,5216
385368,3784
385369,9108
385375,7725
385379,11258
385389,14280
385390,2574
385399,5060
385400,1309
385417,3456
385420,3240
385432,2280
385447,2632
385456,3357
385462,5274
385469,14310
385472,6180
385474,4500
385475,5800
385486,2086
385495,4968
385503,3416
385506,5484
385513,7645
385528,6460
385531,9178
385535,10062
385538,2304
385542,6644
385545,19227
385549,3290
385559,26760
385565,7304
385566,5556
385571,4986
385576,4728
385582,3575
385587,3935
385594,21375
385600,3996
385602,3476
385608,4528
385617,7112
385619,5880
385622,5027
385627,15964
385628,7616
385631,760
385641,3504
385647,4120
385655,7020
385661,3150
385663,7640
385677,2285
385681,3462
385683,10400
385688,5090
385697,3342
385703,6930
385713,5325
385715,7787
385716,2370
385718,5600
385722,6448
385727,3670
385729,1342
385732,4802
385736,5016
385738,3216
385741,7440
385746,7344
385762,9568
385774,8176
385777,2700
385780,18071
385782,2058
385786,3760
385792,6136
385805,7648
385809,5265
385812,19941
385814,5004
385816,2160
385817,3556
385819,2101
385834,13636
385842,5808
385844,3160
385853,4459
385855,2748
385861,2877
385870,5508
385879,5784
385883,2506
385887,2814
385888,4213
385893,20380
385902,2331
385907,7876
385908,1981
385911,1920
385912,3857
385915,8028
385923,5709
385924,3360
385927,2583
385936,5159
385938,7632
385943,3312
385949,2928
385953,3636
385955,9968
385965,6279
385968,4648
385971,3810
385981,7680
385984,26125
385986,5205
385989,12852
385998,5210
386003,2680
386017,5730
386020,4527
386022,21320
386023,5412
386026,7332
386031,6050
386033,3501
386035,5976
386042,6592
386046,6372
386054,2830
386056,3184
386065,7390
386067,1452
386068,2225
386069,6195
386080,4784
386081,4090
386086,1215
386090,32177
386096,3492
386098,16511
386100,2240
386111,2470
386112,11326
386114,5340
386116,2401
386128,6330
386133,3476
386136,3052
386148,6300
386158,9690
386162,4230
386163,2016
386164,13936
386166,4420
386178,7710
386179,14820
386182,4380
386184,7917
386186,34776
386191,1560
386196,1850
386198,2928
386215,10972
386222,4433
386223,2646
386224,23463
386225,2959
386226,21912
386228,7065
386238,6336
386239,5502
386242,3682
386255,2751
386261,4914
386275,3680
386276,7032
386277,6974
386279,81324
386288,3234
386308,3285
386309,4160
386311,4992
386316,4295
386338,1428
386344,18031
386349,4732
386359,6948
386360,5860
386367,3204
386368,2750
386369,13725
386380,5240
386384,13550
386386,8944
386393,6030
386394,12779
386395,2637
386401,2254
386404,7110
386407,3816
386426,2979
386447,5416
386474,4880
386475,8472
386482,4185
386485,6356
386487,7056
386495,2280
386497,4780
386498,3437
386502,5610
386504,3808
386505,6669
386508,20179
386511,8874
386514,4956
386515,3065
386516,3707
386523,4959
386531,3852
386545,5067
386546,8283
386554,8528
386561,7787
386568,3591
386576,13080
386580,30504
386581,3861
386594,4956
386600,3984
386602,3129
386603,8730
386606,6251
386610,2673
386612,4740
386618,5004
386620,13636
386625,6960
386634,3195
386638,2800
386647,4650
386651,5379
386655,9200
386667,8120
386672,4149
386676,7125
386677,5310
386684,2880
386686,3488
386690,7956
386696,18060
386698,4128
386703,7428
386705,6030
386710,2650
386712,5643
386717,6048
386724,3744
386735,3360
386737,7490
386745,5238
386746,5460
386753,5364
386757,4864
386758,6720
386763,2737
386768,3248
386770,4930
386773,4298
386783,1456
386784,1540
386787,4760
386791,10836
386812,5731
386814,3762
386822,10626
386837,4758
386839,3256
386844,3714
386861,2754
386868,5193
386873,5621
386875,1776
386890,4860
386896,10166
386905,3388
386908,31025
386910,9997
386914,3850
386916,5121
386920,6204
386921,6900
386924,3328
386926,3216
386934,3355
386943,10740
386948,3870
386957,1490
386959,2860
386962,3536
386966,6792
386978,5742
386982,30452
386995,3728
386999,3600
387002,2628
387011,10104
387014,3690
387020,5292
387042,4550
387049,10574
387051,4152
387060,6734
387065,10704
387071,850
387074,6810
387076,4025
387078,1710
387086,8722
387087,4560
387099,8974
387106,8688
387113,6699
387114,2045
387116,7584
387118,2904
387124,5832
387127,2345
387130,3423
387133,2256
387134,2920
387140,7092
387149,2840
387161,5135
387165,40344
387192,8595
387194,2120
387197,21584
387204,4994
387209,2506
387210,2240
387215,12816
387217,3087
387218,3768
387219,2980
387220,2871
387229,8316
387231,3760
387238,2646
387254,6578
387258,4430
387271,2568
387289,4430
387313,3745
387314,1620
387315,5785
387325,2565
387326,2160
387330,5121
387331,4464
387339,8957
387342,4224
387343,5094
387345,2285
387347,2810
387353,3610
387356,4167
387357,1210
387362,2672
387367,5656
387369,15808
387385,4256
387390,6980
387394,5093
387396,6118
387405,5138
387406,9592
387408,3800
387410,1955
387415,3702
387418,4437
387419,3654
387421,4941
387423,1560
387424,2450
387425,4680
387430,12180
387433,2976
387438,4563
387440,6809
387445,1572
387448,4630
387451,22240
387452,30368
387472,5160
387476,7600
387477,2282
387480,10270
387481,4610
387490,4424
387497,7800
387499,5753
387501,5840
387513,3728
387515,2520
387528,3810
387529,2144
387533,5026
387534,5536
387539,39234
387545,6480
387551,4986
387552,2274
387559,3450
387560,2682
387561,8368
387562,3540
387565,6380
387566,4901
387567,10965
387570,7330
387571,7140
387575,7540
387594,11270
387595,21618
387598,6264
387608,2058
387610,4923
387611,6589
387617,15158
387622,6228
387640,8162
387648,29624
387656,5630
387659,4893
387661,8470
387665,5643
387666,5248
387671,6730
387676,4026
387679,5484
387680,8112
387682,3432
387691,1680
387693,5418
387708,66240
387713,2718
387724,3045
387731,4011
387746,1980
387752,6228
387757,4908
387766,5160
387771,5430
387778,2968
387782,7068
387785,918
387797,3738
387798,7560
387801,1735
387803,5383
387805,4390
387810,800
387817,5320
387820,7760
387821,3640
387825,8138
387835,9352
387840,5082
387846,4576
387853,8400
387860,6902
387862,3920
387864,16694
387881,3496
387889,5660
387890,27588
387891,2324
387894,5720
387899,5264
387900,5925
387919,2280
387939,3341
387944,3899
387945,4180
387946,3612
387954,7865
387957,8260
387965,3170
387971,2607
387973,1808
387997,3483
388008,8996
388012,7200
388014,4917
388026,3483
388028,942
388030,1860
388033,5852
388034,3982
388044,10965
388050,9648
388058,3528
388066,2890
388076,3430
388082,33236
388101,3870
388107,952
388114,3663
388115,8437
388116,4928
388117,6383
388125,2904
388138,4970
388144,2000
388145,4784
388158,5432
388163,5786
388173,8414
388182,4350
388183,7176
388184,4725
388188,4428
388189,3976
388190,3960
388193,11473
388196,3575
388213,624
388215,3978
388223,3123
388228,5005
388240,5000
388245,6570
388247,9898
388250,4755
388252,4632
388253,6453
388261,4026
388266,2408
388270,3650
388271,8830
388275,1840
388289,2289
388296,8090
388299,2604
388303,3762
388318,4140
388328,11704
388332,4424
388333,7644
388336,3465
388340,1694
388341,4824
388343,5016
388350,15060
388356,12432
388362,5478
388367,10761
388370,4367
388373,9540
388375,1305
388396,3655
388400,1895
388406,8160
388409,4104
388416,1967
388418,4191
388427,6630
388430,5967
388431,3392
388435,4872
388441,2376
388444,1710
388453,1845
388465,8460
388469,2680
388471,5346
388477,3150
388485,3030
388488,6450
388505,8472
388509,3378
388515,5790
388516,8330
388522,3588
388531,3792
388536,6864
388542,7500
388560,6680
388564,4470
388568,6600
388574,7982
388582,2255
388615,861
388624,13192
388626,4739
388627,4509
388629,8274
388635,4995
388640,4560
388652,4488
388657,3972
388658,2240
388663,1945
388665,5775
388668,4608
388671,2513
388674,2107
388685,4644
388694,4169
388695,10224
388696,2514
388697,17456
388709,3872
388713,3216
388715,8261
388720,12264
388722,6600
388723,20216
388729,6955
388732,2925
388737,5760
388742,9061
388748,10400
388751,2358
388756,4632
388761,6800
388763,10640
388766,3888
388767,5820
388773,1280
388774,6165
388776,8196
388778,12160
388786,4829
388790,7370
388792,6825
388798,4833
388800,3465
388812,1750
388814,6831
388816,24970
388817,7786
388818,4199
388833,2610
388834,5928
388835,2025
388837,4905
388859,2144
388878,7843
388882,1685
388897,5380
388909,4941
388914,3619
388915,2560
388916,4635
388917,5824
388928,7085
388936,4977
388950,13035
388958,3042
388971,2832
388974,5226
388981,1680
388984,3987
388986,17917
388990,18592
388997,5916
388999,645
389013,665
389022,4771
389023,9100
389024,1602
389030,3297
389031,4074
389033,3684
389044,8070
389056,6773
389061,3120
389066,4730
389079,3283
389080,5643
389081,3528
389091,5240
389092,10115
389102,9633
389103,4560
389104,17872
389107,4818
389110,5248
389122,5550
389133,5172
389136,3450
389140,7614
389152,6310
389167,5070
389173,3006
389185,7296
389196,4060
389223,2265
389231,4620
389242,2919
389243,3685
389245,5571
389248,4112
389251,4332
389255,6259
389275,3472
389277,6192
389279,4518
389282,4303
389286,4774
389294,1398
389297,3753
389300,3570
389304,4953
389306,1944
389309,3468
389313,6240
389332,3689
389335,22484
389337,3012
389357,8749
389366,2416
389367,5568
389380,3894
389381,8672
389385,10890
389386,23304
389399,3288
389401,4104
389407,5350
389413,8554
389415,54876
389422,4140
389426,4095
389442,2352
389448,5320
389449,7073
389452,3980
389454,12288
389457,9646
389467,7777
389468,4230
389476,5760
389478,1408
389483,2808
389485,3456
389490,7182
389491,7440
389494,3294
389512,5480
389514,2244
389522,3641
389536,4869
389537,6149
389541,7180
389550,2730
389561,6105
389564,3480
389566,6556
389567,4404
389569,2888
389578,7924
389584,8788
389589,5425
389590,8064
389595,2490
389599,8140
389609,26416
389611,2793
389617,5967
389618,6018
389645,3085
389648,5877
389656,5090
389661,5180
389674,4288
389675,4992
389676,2610
389679,27924
389682,5082
389684,4389
389690,3042
389696,5544
389698,7930
389706,10384
389710,20410
389716,3936
389719,10458
389721,11774
389732,2233
389735,6292
389740,12420
389741,29874
389743,3584
389758,1530
389760,3780
389761,3051
389769,3498
389776,13923
389780,4248
389782,3483
389784,2262
389786,6828
389788,9234
389795,4704
389803,4590
389804,3753
389805,4927
389807,1472
389813,3498
389814,3276
389821,2088
389827,59598
389833,1908
389835,8295
389839,4697
389841,10410
389845,4896
389848,2796
389852,369
389855,4650
389870,4424
389873,5603
389875,5661
389886,4431
389888,3944
389898,5551
389899,4144
389901,2060
389912,4510
389913,2933
389914,5655
389917,6248
389918,1068
389963,4818
389967,5256
389972,7560
389987,4648
389989,12304
389996,2632
390003,9872
390008,3409
390010,11084
390012,6776
390028,4355
390030,10489
390032,3965
390034,5841
390042,2312
390049,492
390050,2484
390052,14766
390056,7990
390061,2112
390063,7725
390066,43736
390068,6226
390076,3430
390079,3128
390083,6612
390084,6016
390087,5840
390090,19182
390093,6348
390095,8448
390114,1491
390118,3195
390125,6780
390127,2368
390134,8748
390141,4764
390149,4707
390158,7942
390171,4173
390177,568
390185,4068
390189,3150
390227,3520
390231,5313
390236,5648
390243,5840
390244,4750
390252,7469
390262,2898
390276,6990
390283,5706
390296,7514
390297,2240
390301,5670
390303,840
390310,5951
390316,4172
390318,1500
390332,2200
390339,10948
390341,4347
390343,2420
390344,6942
390358,6624
390361,2000
390362,8115
390367,7902
390369,19665
390370,2224
390372,4288
390375,10950
390376,3224
390378,5896
390380,6970
390395,3745
390396,4438
390397,3144
390404,8410
390406,7942
390411,29146
390414,8400
390416,10136
390420,5988
390434,5712
390435,1353
390437,16020
390438,17575
390447,6028
390450,4375
390459,6974
390469,5889
390471,5984
390480,4440
390483,3752
390487,8850
390489,1560
390499,4050
390504,10166
390507,3540
390516,5538
390519,7854
390528,2868
390537,4886
390539,2616
390546,2535
390548,4336
390554,19840
390556,7189
390557,4179
390566,4221
390567,6552
390569,3940
390576,5215
390588,22950
390590,2940
390592,9870
390599,3465
390602,1131
390614,2795
390622,4240
390635,12207
390640,3718
390644,4939
390679,6720
390689,6468
390690,4280
390698,2808
390711,5800
390715,3509
390720,3682
390728,3159
390729,4185
390732,16614
390736,7119
390737,3216
390747,5430
390754,7350
390755,8124
390763,4268
390764,2808
390765,5670
390766,3864
390783,1405
390784,8619
390801,1530
390812,2575
390818,6237
390830,5928
390838,3712
390848,18207
390871,3552
390873,1880
390875,960
390888,4536
390892,4979
390898,31104
390902,8330
390908,24376
390909,4998
390910,6706
390911,5306
390913,3843
390914,8240
390915,3168
390916,7000
390919,1152
390926,9570
390930,2740
390940,20450
390942,32616
390943,9480
390953,3040
390956,2282
390960,4608
390968,17376
390970,3980
390972,7116
390975,4722
390977,1955
390980,4300
390981,22806
390996,6708
390997,2509
391002,3381
391003,3087
391004,4446
391012,4194
391018,4137
391029,4151
391030,22686
391035,5410
391036,2950
391040,3270
391051,1768
391066,6840
391068,4169
391069,8960
391074,5145
391078,13984
391083,4914
391088,5054
391093,3800
391102,2988
391110,6408
391112,19887
391119,3116
391124,18000
391131,12820
391134,3890
391141,7028
391145,6890
391146,24700
391153,5928
391164,3501
391168,4768
391172,6330
391176,7150
391182,6160
391183,5135
391196,2076
391197,4464
391199,3180
391202,10260
391205,5000
391209,6084
391210,5489
391211,8568
391212,4090
391215,7380
391223,2478
391226,5040
391227,4543
391228,3310
391232,4856
391242,4829
391248,6006
391260,5520
391266,12563
391275,6392
391277,18960
391278,1740
391279,7447
391280,896
391291,5598
391293,41028
391294,4529
391295,3304
391297,1631
391300,2538
391309,5060
391313,8127
391316,3464
391318,5532
391322,4275
391324,4216
391328,6480
391331,3222
391337,1326
391351,1895
391363,6120
391364,5030
391365,4530
391372,1794
391384,19488
391387,1968
391388,4752
391391,2430
391394,4642
391395,1515
391409,7428
391412,3941
391415,7423
391418,5445
391431,10956
391432,6578
391435,3400
391436,16874
391441,2940
391442,31482
391444,2170
391445,5136
391462,3010
391467,5040
391473,4203
391485,4284
391488,2799
391493,4653
391497,2618
391504,8030
391513,8280
391532,6342
391543,8217
391557,4095
391563,6900
391569,2247
391570,11116
391571,1350
391575,9795
391580,4662
391582,6474
391584,3248
391589,2608
391594,3178
391596,2190
391603,6695
391606,5328
391607,1701
391609,5148
391626,6500
391627,5013
391628,3920
391647,5291
391663,2370
391669,2191
391681,4752
391685,4851
391686,3414
391688,3962
391690,1390
391698,5028
391704,6543
391712,4565
391716,3540
391720,1530
391723,2990
391733,7546
391744,6088
391747,4455
391762,27680
391767,5460
391768,3402
391769,5754
391771,6390
391782,6251
391786,11385
391787,9568
391794,5892
391798,6534
391817,2392
391820,3115
391825,9864
391828,2484
391830,5490
391831,6492
391840,2266
391844,4584
391849,4752
391850,3114
391852,4067
391859,8184
391864,7380
391867,3509
391870,2889
391874,8352
391881,3605
391890,15048
391891,1320
391896,6324
391897,4367
391899,3941
391902,6412
391904,7051
391907,5400
391909,18354
391912,18221
391915,6968
391922,4977
391948,5928
391973,8376
391978,7600
391979,6372
391982,3780
391983,5778
391989,5328
391990,3150
391997,7501
392004,2544
392011,3045
392028,7950
392030,6440
392033,2792
392035,1981
392043,5759
392046,4901
392064,5382
392065,2988
392069,9336
392072,27882
392085,1688
392086,2784
392087,6678
392088,1991
392104,3030
392110,6318
392117,2410
392119,11198
392126,6939
392130,5379
392131,7952
392138,3871
392140,2058
392161,2320
392163,1338
392166,8090
392185,9376
392196,10962
392202,7950
392208,5330
392209,2760
392219,6060
392222,2016
392237,9711
392243,3476
392247,5388
392250,4600
392265,1302
392267,8125
392273,13662
392276,1892
392292,4360
392295,5550
392307,6140
392320,10013
392322,3372
392325,2149
392327,4340
392328,3520
392330,8905
392332,3285
392335,3484
392338,12744
392339,2460
392340,3598
392347,5126
392348,6061
392351,1734
392354,2050
392359,5256
392361,5190
392363,1485
392366,5022
392369,5930
392377,2280
392381,7865
392402,4312
392403,3615
392408,2718
392414,3809
392415,14184
392424,5848
392430,4944
392433,19698
392436,4464
392442,3600
392446,6376
392449,5112
392451,4330
392454,21100
392460,3780
392463,4690
392464,14768
392482,2151
392483,3258
392488,6149
392489,5850
392490,2430
392492,3190
392496,4110
392503,2871
392505,14112
392506,5174
392507,4370
392509,2352
392519,2712
392520,8502
392529,2064
392530,1848
392531,3444
392535,11592
392543,4620
392544,5080
392547,2024
392550,11800
392568,5715
392594,6650
392598,6120
392602,26375
392605,5418
392607,4459
392610,4275
392618,8112
392619,10335
392624,2345
392629,13455
392632,5740
392633,41904
392638,4564
392650,6201
392665,786
392682,4790
392688,5292
392699,4430
392702,3042
392706,6120
392707,14161
392710,3740
392712,3600
392721,28270
392722,3591
392730,6970
392734,5355
392735,7270
392740,3216
392741,4302
392745,3618
392750,3440
392755,5500
392760,7320
392762,8974
392768,4620
392771,73226
392777,2694
392781,14398
392784,24046
392795,2544
392803,6417
392806,5544
392809,20682
392815,13264
392816,12053
392819,2254
392827,3160
392829,2568
392835,6496
392838,9636
392840,4068
392842,31065
392846,6380
392855,2142
392857,3498
392866,4968
392880,8748
392895,6552
392896,2804
392901,5614
392902,8022
392910,4890
392921,3237
392927,4300
392929,4895
392941,6787
392942,5370
392949,14250
392950,4662
392951,6354
392952,8770
392954,3936
392955,2184
392957,5663
392963,4690
392964,7616
392967,2241
392978,11662
392989,3409
392998,2989
393002,5895
393012,5823
393014,4788
393015,4896
393016,8304
393029,6204
393034,8862
393035,6006
393047,3780
393055,3971
393058,2532
393071,10144
393074,2151
393075,2544
393076,6513
393093,9051
393097,6246
393105,16796
393106,6525
393128,4660
393129,4956
393135,5130
393144,3730
393167,4796
393170,33722
393171,22638
393175,5754
393186,2870
393187,2360
393203,12649
393206,5240
393209,2070
393214,3384
393224,6171
393232,13725
393235,21344
393236,6030
393246,4424
393248,2952
393249,8129
393254,6300
393255,4961
393256,11860
393258,4960
393259,2968
393263,1698
393273,5724
393276,2925
393277,6184
393287,1526
393310,2260
393313,3920
393334,4750
393336,3498
393350,1904
393351,2838
393355,2188
393359,6523
393362,3141
393370,2212
393372,3540
393384,6372
393388,3410
393395,10880
393410,8288
393413,11517
393423,11214
393433,2678
393444,6120
393450,3445
393454,3500
393457,3006
393463,3800
393474,7449
393477,9486
393482,4576
393490,1066
393492,3717
393499,20356
393501,4160
393506,2790
393514,3290
393523,1800
393524,2772
393537,7319
393541,9968
393552,5220
393556,5696
393561,8450
393565,8037
393567,5280
393578,15384
393583,2860
393591,5610
393599,12688
393604,1557
393606,3616
393616,3498
393618,4374
393619,3555
393623,7612
393624,4860
393656,1295
393661,7952
393667,2530
393669,9675
393675,12155
393677,6200
393679,3762
393692,8008
393702,5031
393705,22218
393708,4788
393710,2856
393713,20202
393715,4340
393719,4564
393722,10512
393729,5642
393732,2968
393739,3555
393748,3696
393751,35310
393757,7618
393760,2646
393764,4466
393765,6611
393769,6830
393789,4407
393794,6732
393798,6072
393803,1296
393805,3720
393806,15648
393812,6990
393821,4669
393827,1690
393830,8931
393831,2120
393832,1435
393845,4692
393868,5058
393871,11688
393874,5916
393885,3584
393888,9724
393893,1492
393895,2779
393896,8349
393897,3960
393902,3378
393917,3537
393918,1281
393934,4260
393939,6188
393942,7513
393956,16874
393959,3570
393961,5038
393969,5110
393974,3234
393978,25116
393986,4064
393988,7546
393990,9878
394005,5968
394007,2842
394012,4333
394021,450
394029,3546
394033,915
394037,7117
394038,2226
394040,17325
394044,5418
394048,19412
394053,3411
394056,2601
394057,13832
394060,8448
394062,7236
394065,2920
394071,1800
394090,5200
394096,4016
394100,8272
394101,5121
394105,10020
394108,2912
394120,4113
394122,4698
394128,3766
394146,5288
394149,7735
394155,5463
394161,5790
394167,8086
394170,3342
394174,7210
394176,10224
394181,3110
394183,13580
394184,8398
394196,9425
394197,5580
394199,4939
394200,6480
394206,7600
394209,4210
394210,4950
